brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Animonda,Animonda,integra protect sensitive,integra protect sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/2902/animonda-integra-protect-sensitive,,dry,unknown,"Corn, Turkey Protein (Dried), Poultry Fat, Turkey Liver, Corn Gluten, Salmon Oil, Potassium Chloride, Dl-Methionine.",en,,,,,,,,,aadf,2025-09-12T08:53:18.475647,f85579a82a039e8e66084a77832efd2e,eb271d0f9ecc9ff1
Nature's Deli,Natures Deli,grain free adult,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2682/natures-deli-grain-free-adult,,wet,adult,"Duck 40.3% (Duck Meal 28.4%, Duck 10.1%, Duck Gravy 1.8%), Dried Sweet Potato (36.5%), Dried Beet Pulp, Duck Fat, Dried Peas (3.7%), Dried Chick Peas (2.8%), Brewers Yeast, Dried Pumpkin (1.8%), Minerals, Linseed Oil, Vegetable Stock, Dried Carrot (0.5%), Yeast (0.23%), Chicory Root Extract (0.23%), Dried Ginger, Dried Rosemary, Yucca Schidigera (0.023%), Glucosamine (0.011%), Dried Cranberry, Dried Dandelion Root, Dried Pomegranate, Chondroitin Sulphate (0.005%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.475806,73ee66f7b5d9fc1939fdc0157fcc3373,e3bc434af2bae5da
Angell,Angell,superior puppy,superior,https://www.allaboutdogfood.co.uk/dog-food-reviews/0718/angell-superior-puppy,,wet,puppy,"Salmon, Haddock & Blue Whiting 60% (Freshly Prepared Salmon 21%, Dried Salmon 16%, Freshly Prepared Blue Whiting 11%, Freshly Prepared Haddock 10%, Salmon Stock 2%), Sweet Potato (20%), Potato, Beet Pulp, Peas (6%), Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Asparagus (0.2%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.475924,bcc24e696e4dbc52636ca0ed41ea933d,181b8935669b1234
James,James,and ella freeze dried raw,and ella,https://www.allaboutdogfood.co.uk/dog-food-reviews/2410/james-and-ella-freeze-dried-raw,,freeze_dried,unknown,"Chicken 80% (with Heart and Liver), Sweet Potato 5%, Carrot 3%, Peas 2.5%, Apple 2%, Pumpkin 2%, Salmon 1%, Cranberry 1%, Blackberry 1%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476008,99ffc38088a27ac863adb8b8f740e6f2,4239caee6a8abc7e
Growling,Growling,tums adult,tums,https://www.allaboutdogfood.co.uk/dog-food-reviews/2531/growling-tums-adult,,wet,adult,"Chicken 29% (Dried Chicken 26%, Chicken Fat 3%), Rice (26%), Barley, Oats, Beet Pulp (2%), Dried Fish, Brewers Yeast, Minerals, Vitamins, Yucca Extract (190 mg/kg).",en,,,3.0,,,,,,aadf,2025-09-12T08:53:18.476081,4c7dfb1c06d0ba65b35a0986bba2da4f,4ed3da7a4b3252ba
Rude,Rude,dog food puppy,dog food,https://www.allaboutdogfood.co.uk/dog-food-reviews/4138/rude-dog-food-puppy,,wet,puppy,"Chicken with Bone 70%, Beef Tripe 10%, Butternut Squash 3%, Seasonal Greens 3%, Beef Heart 2.5%, Beef Liver 2.5%, Beef Kidney 2.5%, Beef Fat 2.5%, Carrot 2%, Raspberry and Blueberry 1%, Salmon Oil 0.3%, Turmeric 0.3%, Sea Kelp 0.2%, Ginger 0.2%.",en,,,2.5,,3.0,,,,aadf,2025-09-12T08:53:18.476200,485854a71e74b34d21977ec36b56921c,75889c594c0682b0
Eden,Eden,sporting and working wet,sporting and working,https://www.allaboutdogfood.co.uk/dog-food-reviews/2054/eden-sporting-and-working-wet,,wet,unknown,"Chicken 55%, Broth 26%, Salmon 15%, Blueberries 0.5%, Goji Berries 0.5%, Peas 0.3%, Sweet Potato 0.2%, Carrots 0.2%, Minerals, Linseed Oil 0.2%, Turmeric 0.1%, MOS 0.1%, FOS 0.1%, Glucosamine 0.01%, Chondroitin 0.01%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476284,b1c2cbea2bc75eafcb6cf639b2b45e0b,cc2f78710d0a3389
Hill's Science,Hills Science,plan adult 1 healthy mobility large,plan 1 healthy mobility,https://www.allaboutdogfood.co.uk/dog-food-reviews/0421/hills-science-plan-adult-1-healthy-mobility-large,,wet,adult,"Maize, Wheat, Chicken and Turkey Meal, Digest, Animal Fat, Maize Gluten Meal, Flaxseed, Fish Oil, Vegetable Oil, Minerals, Pea Bran Meal.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476364,2b5bf662495f6cc70182ad36d749a384,297defe8184eab1c
Leader,Leader,adult sensitive small breed,sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/2306/leader-adult-sensitive-small-breed,,wet,adult,"Dehydrated Lamb (30%), Brown Rice, White Rice, Sunflower Oil, Potato Protein, Whole Linseed, Minerals, Alfalfa, Seaweed Meal, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Yucca Schidigera.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476454,8542a9d3a2972a177bab04ed82d73a6b,a88469d793a83e9b
Bosch,Bosch,puppy,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0923/bosch-puppy,,wet,puppy,"Fresh Poultry (25 %), Poultry Meat Meal, Rice, Barley, Maize, Animal Fat, Beet Pulp (Sugar Removed), Skimmed Milk Powder, Powdered Egg, Fish Meal, Hydrolysed Protein, Meat Meal, Linseed, Greaves (Dried), Peas, Yeast, Fish Oil, Colostrum (0.3 %), Sodium Chloride, Green-Lipped Mussel Extract (0.1 %), Chicory (Dried), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476554,b76749971cd04c91f399abdd3c55b514,db5b387e566629c5
Nutribalance,Nutribalance,small and medium breed puppy,and,https://www.allaboutdogfood.co.uk/dog-food-reviews/4178/nutribalance-small-and-medium-breed-puppy,,wet,puppy,"Chicken Meal (30%), Whole Maize, Rice, Poultry Oil (8%), Maize Gluten Meal, Sugar Beet Pellets (4%), Chicken Digest (2%), Salmon Oil (1.5%), Chicory Extract (0.2%), Mannan Oligosaccharides (0.1%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.476648,7169ca3c381043e46824f9e240637c1a,921081cd9b4a8ddd
Alpha Spirit,Alpha Spirit,complete wet meatballs,complete meatballs,https://www.allaboutdogfood.co.uk/dog-food-reviews/3306/alpha-spirit-complete-wet-meatballs,,wet,adult,"Meat 80% (Chicken 40%, Pork 40%), Potato Starch, Carrot, Pumpkin, Chard, Pepper, Gelatine, Beet Fibre, Caraway (0.5%), Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476713,311897cc0915572a3ab65fdcbca9b3bb,28c0d2e5be763871
Butchers,Butchers,tripe loaf recipes can,tripe loaf recipes can,https://www.allaboutdogfood.co.uk/dog-food-reviews/1930/butchers-tripe-loaf-recipes-can,,wet,unknown,"British & Irish Farmed Meats (Chicken 34%, Tripe 13%, Beef 3%), Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476787,a043f4f6de765e56147f009d11724eff,0f24877fba868a67
Natural,Natural,instinct weaning paste,instinct weaning paste,https://www.allaboutdogfood.co.uk/dog-food-reviews/0446/natural-instinct-weaning-paste,,wet,puppy,Chicken with Bone (100%).,en,,,,,,,,,aadf,2025-09-12T08:53:18.476849,7bec1bb5d18ae4ce18df00cd5f677742,47196ffc6a64474d
Natures,Natures,way light mature recipe,way light mature recipe,https://www.allaboutdogfood.co.uk/dog-food-reviews/0835/natures-way-light-mature-recipe,,dry,senior,"39% Chicken (21% Dried Chicken, 13% Fresh Chicken, 3% Chicken Fat, 2% Chicken Liver), Brown Rice (20%), Potato, Harvest Oats, Beet Pulp, Brewer's Yeast, Minerals, Vitamins, Seaweed, Salmon Oil, Glucosamine (0.07%), MSM (0.07%), Chondroitin (0.05%), Prebiotic MOS, Yucca Schidigera Extract, Mixed Herbs (Peppermint, Marigold, Dandelion), Prebiotic MOS, Prebiotic FOS, Potassium Chloride, Taurine.",en,,,,,,,,,aadf,2025-09-12T08:53:18.476946,4b089f5aab4f466f939611613c477f66,4dafbafb3055c0e6
Wonderdog,Wonderdog,adult grain free white fish,grain free white,https://www.allaboutdogfood.co.uk/dog-food-reviews/2011/wonderdog-adult-grain-free-white-fish,,wet,adult,"White Fish Meal (26%), Potato (25%), Sweet Potato (22%), Dried Sugar Beet Pulp, Poultry Fat, Peas (5%), Dried Brewers Yeast, Salmon Oil, Whole Linseed, Vitamins & Minerals, 0.05% Glucosamine, 0.025% Chondroitin.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477065,584fd0a03e82f67862b5fc52f02d5405,26ee4ca71b643ecc
Naked,Naked,dog active,dog active,https://www.allaboutdogfood.co.uk/dog-food-reviews/2588/naked-dog-active,,unknown,unknown,"Goose with Bone, Beef Tripe, Beef Fat, Beef Kidney, Beef Liver, Carrot, Butternut Squash, Seasonal Greens, Raspberry/ Blueberry, Salmon Oil, Kelp, Oregano. Total 90% Meat Ingredients.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477133,daf7a4ba9026a98a7a4fee3550c750ad,0e1aa2a83cfcd284
Tails,Tails,com wet foods,com foods,https://www.allaboutdogfood.co.uk/dog-food-reviews/2089/tails-com-wet-foods,,wet,unknown,"Meat and Animal Derivatives 51% (Including minimum 4.0% Turkey, 4.0% Chicken), Vegetables (Including 8.0% Peas), Fish and Fish Derivatives, Minerals, Various Sugars.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477212,5d85bc773d5815d69c6a7e46a7e4427f,6964a50c257c1b7a
Lovejoys,Lovejoys,hearty and wholesome wet,hearty and wholesome,https://www.allaboutdogfood.co.uk/dog-food-reviews/1825/lovejoys-hearty-and-wholesome-wet,,wet,unknown,"Chicken (65%), Rice (8%), Mixed Herbs (Turmeric, Cumin, Garlic), Prebiotic Mannan-Oligosaccharides (111mg/kg), Seaweed (55.6mg/kg), Glucosamine (38.9mg/kg), Chondroitin (22.2mg/kg), Yucca Extract (22.2mg/kg), Cranberry Extract (22.2mg/kg), Yeast Extract (11.1mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.477297,702f3dd6c6d00a9d5c5e664bc0eb31a8,308d77cf1a8e40db
Nutriwolds,Nutriwolds,complete,complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/4520/nutriwolds-complete,,raw,unknown,"Chicken Breast (40.41%), Chicken Thigh (12.76%), Grass Fed Ox Heart (8.08%), Chicken Backs (7.54%), Chicken Heart (6.39%), Grass Fed Ox Liver (5.34%), Fresh Free Range Egg Yolk (4.24%), Grass Fed Ox Spleen (3.11%), Chicken Carcass (3.06%), Organic Red Cabbage (1.92%), Organic Courgettes (1.92%), Chicken Liver (1.52%), Organic Mooli (0.94%), Organic Cold Pressed Flaxseed Oil (0.58%), Organic Pumpkin Seeds (0.50%), Organic Ginger (0.47%), Himalayan Pink Rock Salt (0.30%), Cod Liver Oil (0.25%), Organic Spinach (0.22%), Organic Parsley (0.22%), Organic Wheat Grass (0.21%), Wild Grown Seaweed (0.02%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.477395,5ce7bed3cf79ebf4005d37ede4ce193c,cc5374fed813859f
Ava,Ava,medium breed mature,mature,https://www.allaboutdogfood.co.uk/dog-food-reviews/1783/ava-medium-breed-mature,,wet,senior,"Chicken 38.5% (Chicken Meal 20.5%, Fresh Chicken 12.5%, Chicken Fat 3%, Chicken Gravy 2.5%), Brown Rice (20%), Maize (17.5%), Whole Barley (9%), Beet Pulp (7.5%), Salmon Oil, Brewers Yeast, Whole Dried Egg, Minerals, Pre-Biotic Fructooligosaccharide (1600mg/kg), Glucosamine (600mg/kg), Chondroitin (450mg/kg), Beta-Glucans, Pre-Biotic Mannanoligosaccharides (400mg/kg), Yucca Extract (200mg/kg), Cranberry Extract, Green Tea Extract, Pomegranate Extract, Rosemary Extract.",en,,,3.0,,,,,,aadf,2025-09-12T08:53:18.477519,b10ba995d7bb628ef1f6d6a36135e3d3,426c79e2fcc9238d
Royal Canin,Royal Canin,french bulldog puppy,french bulldog,https://www.allaboutdogfood.co.uk/dog-food-reviews/2842/royal-canin-french-bulldog-puppy,,wet,puppy,"Rice, Dehydrated Poultry Protein, Wheat, Vegetable Protein Isolate, Animal Fats, Hydrolysed Animal Proteins, Beet Pulp, Dehydrated Pork Protein, Minerals, Soya Oil, Fish Oil, Fructo-Oligo-Saccharides (0.34%), Hydrolysed Yeast, Hydrolysed Crustaceans, Yeasts Extracts, Marigold Extract, Hydrolysed Cartilage.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477672,13460a8577d6d97ac4bf8efba4162a18,a76d4afa75a69ee1
Essential,Essential,kingdom living pate,kingdom living pate,https://www.allaboutdogfood.co.uk/dog-food-reviews/3447/essential-kingdom-living-pate,,wet,adult,"Wild Boar Meat (26%), Pork Hearts (20%), Pork Trachea (19%), Pea Flour (2%), Cranberry (1%), Blueberry (1%), Goji Berry (1%), Blackberry (1%), Lignocellulose, Calcium Carbonate, Kelp (0.2%), Green Tea (0.2%), Marigold (0.2%), Ginger (0.2%), Spirulina (0.2%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.477752,65cdad861c4ae4f354aaa30cc5b26059,2cbbba472905a9b7
Virbac,Virbac,veterinary hpm baby small and toy,veterinary hpm baby and toy,https://www.allaboutdogfood.co.uk/dog-food-reviews/2140/virbac-veterinary-hpm-baby-small-and-toy,,wet,puppy,"Dehydrated Pork and Poultry Protein, Rice (min 7%), Animal Fat, Whole Pea, Potato Starch (min. 4%), Hydrolysed Animal Protein, Lignocellulose, Beet Pulp, Field Bean Hulls, Mineral Salts, Linseed, Fish Oil, Fructo-Oligosaccharides, Psyllium Fibre, Yeast Betaglucan, Pasteurised Lactobacillus Acidophilus.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477877,4a1922f384e9b82c47526ddd2fa6241d,474739eeebaaabf0
Eukanuba,Eukanuba,puppy rich in lamb and rice,rich in and rice,https://www.allaboutdogfood.co.uk/dog-food-reviews/0102/eukanuba-puppy-rich-in-lamb-and-rice,,dry,puppy,"Dried Chicken and Turkey, Lamb (14%), Rice (14%), Maize, Sorghum, Dried Whole Egg, Fish Meal, Dried Beet Pulp (2.6%), Hydrolysed Animal Proteins (from Chicken), Animal Fat (from Chicken and Pork), Fish Oil, Brewer's Dried Yeast, Potassium Chloride, Sodium Chloride, Dicalcium Phosphate, Fructooligosaccharides (0.26%), Calcium Carbonate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.477969,d6218da1ac653eb132b960a0bd5f4c0a,7ad7500c62553e5c
Royal Canin,Royal Canin,maxi starter,maxi starter,https://www.allaboutdogfood.co.uk/dog-food-reviews/0075/royal-canin-maxi-starter,,wet,puppy,"Rice, Dehydrated Poultry Meat, Animal Fats, Vegetable Protein Isolate, Hydrolysed Animal Proteins, Maize, Beet Pulp, Minerals, Soya Oil, Rice, Dehydrated Poultry Protein, Animal Fats, Vegetable Protein Isolate, Hydrolysed Animal Proteins, Maize, Beet Pulp, Minerals, Soya Oil, Vegetable Fibers, Fish Oil, Fructooligosaccharides, Psyllium Husks and Seeds, Hydrolysed Yeast, Fatty Acid Salt, Yeasts Extracts, Marigold Extract, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478057,906e4e93b4b8bb27411e0ca95d7d5724,095003f03865bc57
Skinners,Skinners,life sensitive,life sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/0140/skinners-life-sensitive,,wet,unknown,"Brown Rice, Chicken Meat Meal, Naked Oats, Peas, Whole Linseed, Beet Pulp, Sunflower Oil, Vitamins, Minerals and Trace Elements, Herb Blend.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478135,f044f63f743a1d7d69968d8c0b637d9d,f82152194b9f2b14
Eukanuba,Eukanuba,active adult small breed,active,https://www.allaboutdogfood.co.uk/dog-food-reviews/0093/eukanuba-active-adult-small-breed,,wet,senior,"Dried Chicken & Turkey 28% (Including Chicken 17%), Fresh Chicken (15%), Maize, Wheat, Poultry Fat, Oats, Barley, Sorghum, Dried Beet Pulp (3.5%), Chicken Gravy, Fish Meal, Minerals (Including Sodium Hexametaphosphate 0.35%), Dried Whole Egg, Fructooligosaccharides (0.38%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.478226,19c1944dc18cf9ce50396b766100bde6,e4b5dd59f953cef3
Chudleys,Chudleys,classic,classic,https://www.allaboutdogfood.co.uk/dog-food-reviews/0326/chudleys-classic,,dry,adult,"Whole Grain Wheat, Poultry Meal (14% Chicken), Whole Grain Maize, Lamb Meal, Chicken Fat, Whole Grain Oats, Hydrolysed Chicken, Distillers Maize Grains, Unmolassed Beet Pulp, Yeast, Prairie Meal, Minerals, Full Fat Linseed, Salmon Oil, Seaweed, Blackcurrant, Rosemary, Pomegranate, Rosehips, Yucca Schidigera, Beetroot.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478312,a1bdbbfa476f27084c8906ad2485a63a,dc29cc5f4a644d0d
Heights,Heights,farm puppy large breed extra joint care,farm extra joint care,https://www.allaboutdogfood.co.uk/dog-food-reviews/1529/heights-farm-puppy-large-breed-extra-joint-care,,wet,puppy,"31% Chicken (Chicken Meal, Freshly Prepared Chicken, Chicken Fat), Dried Peas, Dried Potatoes, Sweet Potatoes, Beet Pulp, Full Fat Linseed, Lucerne, Dried Egg, Minerals, Salmon Oil, Yeast, Mannan and Fructo Oligosaccharides, Marine Algae, Yucca Schidigera, Blackcurrant, Rosehip, Pomegranate, Kale, Beetroot. Total 49% Vegetables.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478417,e5c6660012821a5861de05d8a3ca41be,1dae308d6b12ab70
Collards,Collards,wet dog food tray older overweight,tray older overweight,https://www.allaboutdogfood.co.uk/dog-food-reviews/0918/collards-wet-dog-food-tray-older-overweight,,wet,puppy,"Turkey 50%, Brown Rice 25%, Carrots 5%, Peas 5%, Potatoes 5%, Minerals, Sunflower Oil, Salmon Oil, Dried Kelp, Chicory.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478529,287fde0a24a96aa20e5be7bd9e1a414c,0d7ca82c9a39cacb
Farmina Natural,Farmina Natural,and delicious pumpkin adult medium and maxi,and delicious pumpkin and maxi,https://www.allaboutdogfood.co.uk/dog-food-reviews/1631/farmina-natural-and-delicious-pumpkin-adult-medium-and-maxi,,dry,adult,"Fresh Boneless Chicken (24%), Dehydrated Chicken Meat (22%), Pea Starch (20%), Chicken Fat, Dehydrated Pumpkin (5%), Dehydrated Whole Eggs, Fresh Herring, Dehydrated Herring, Fish Oil, Pea Vegetable Fibre, Dried Carrots, Dried Alfalfa, Inulin, Fructooligosaccharides, Mannanoligosaccharides, Pomegranate Powder (0.5%), Dehydrated Apple, Spinach Powder, Psyllium (0.3%), Powdered Blackcurrant, Dehydrated Sweet Orange, Powdered Blueberries, Sodium Chloride, Dried Brewer's Yeast, Turmeric Root (0.2%), Glucosamine, Chondroitin Sulphate, Marigold Extract (Source of Lutein).",en,,,,,,,,,aadf,2025-09-12T08:53:18.478631,62a747c8ea29fc3921597313f4ca5348,50dd29ca197079f8
James Wellbeloved,James Wellbeloved,adult high protein,high protein,https://www.allaboutdogfood.co.uk/dog-food-reviews/3369/james-wellbeloved-adult-high-protein,,dry,adult,"Chicken 20% (Including 17.5% Fresh Chicken), Poultry Meal (20%), Turkey Meal (17.5%), Peas (11.6%), Pea Starch, Poultry Fat (10.31%), Pea Protein, Lentils (7.52%), Turkey Gravy (3%), Sugar Beet Pulp, Minerals, Sunflower Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478741,78c928187a60a1d14a3fe52b8b15828c,fb554f11508b1776
Denes,Denes,natural and delicious,natural and delicious,https://www.allaboutdogfood.co.uk/dog-food-reviews/1281/denes-natural-and-delicious,,wet,adult,"Maize, Chicken and Turkey (24% Dried Poultry and 4% Dried Turkey), Rice (27%), Chicken Fat, Linseed, Vitamins and Minerals, Fish Oil, Brewers Yeast, Dried Egg, Alfalfa, Cleavers, Marshmallow Root Powder, Celery Seed, Fenugreek, Chondroitin Sulphate (125 mg/kg), Methylsulphonylmethane (125 mg/kg), Glucosamine (125 mg/kg), Rosemary Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478830,8940c361ad8c3d82cebd0fc0092189ed,9adfecf0910813f0
Pro Plan,Pro Plan,large robust adult optibalance,robust optibalance,https://www.allaboutdogfood.co.uk/dog-food-reviews/0155/pro-plan-large-robust-adult-optibalance,,dry,adult,"Chicken (19%), Wheat, Dehydrated Poultry Protein, Maize, Rice (7%), Wheat Fibre, Digest, Dried Beet Pulp, Soya Meal, Wheat Gluten Meal, Animal Fat, Maize Gluten Meal, Minerals, Dried Egg, Fish Oil, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.478949,e6ef4858f23eac88032a50035bc2960c,471d7dd513d364da
Pero,Pero,organic dog food,organic dog food,https://www.allaboutdogfood.co.uk/dog-food-reviews/0765/pero-organic-dog-food,,dry,unknown,"Organic Fresh Chicken (min 26%), Organic Rice (min 26%), Organic Oats, Organic Barley, Fish Meal, Organic Full Fat Soya, Organic Peas, Organic Skimmed Milk, Organic Herbs, Organic Honey, Vitamins, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.479013,d5d17cdd1c2259f1e6ae675438f10a58,63f76d6b1b81070d
Albion,Albion,raw complete puppy,complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/3160/albion-raw-complete-puppy,,unknown,puppy,"Beef 45%, Beef Tripe 25%, Beef Heart 5%, Beef Liver 5%, Butternut Squash 10%, Green Beans 4%, Red Cabbage 4%, Dicalcium Phosphate 1.5%.",en,,,,,10.0,,,,aadf,2025-09-12T08:53:18.479083,03df749ff18079fc57e773e2f0af9b8b,10072cba9f2e6ab7
Hill's Science,Hills Science,plan mature adult 7 youthful vitality small and mini,plan mature 7 youthful vitality and mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/0431/hills-science-plan-mature-adult-7-youthful-vitality-small-and-mini,,dry,senior,"Maize, Brewers' Rice (24%), Chicken (8%) and Turkey Meal (Total Poultry 13%), Barley, Oats, Dried Whole Egg, Digest, Vegetable Oil, Animal Fat, Dried Beet Pulp, Flaxseed, Minerals, Dried Carrots, Dried Tomato Pomace, Dried Citrus Pulp, Fish Oil, Dried Spinach.",en,,,,,,,,,aadf,2025-09-12T08:53:18.479174,025934b65bfcfffa4c3add732b22c5fd,fa5be4b92264a9e5
Billy,Billy,and margot puppy dry,and margot,https://www.allaboutdogfood.co.uk/dog-food-reviews/2096/billy-and-margot-puppy-dry,,dry,puppy,"Freshly Prepared Chicken (25%), Sweet Potato (20%), Dehydrated Chicken (19%), Pea Protein (9%), Chick Peas (7%), Lentils (6%), Chicken Fat (5%), Peas (5%), Hydrolysed Vegetables (1%), Minerals (0.9%), Alfalfa (0.5%), Flaxseed (0.5%), Salmon Oil (0.5%), Coconut Oil (0.5%), Chicory Root (0.14%), Manuka Honey (0.05%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.479252,d5de2b0c3bc96b18d0f2271f0aee29de,f23022740c793029
Natures,Natures,way grain free puppy and small dog,way grain free and dog,https://www.allaboutdogfood.co.uk/dog-food-reviews/2372/natures-way-grain-free-puppy-and-small-dog,,wet,puppy,"65% Chicken (Chicken 31%, Dried Chicken 29%, Chicken Fat 3%, Chicken Liver 2%), Sweet Potato (19%), Potato (19%), Beet Fibre, Linseed, Sunflower Oil, Salmon Oil, Minerals, Vitamins, Glucosamine (0.017%), MSM (0.017%), Chondroitin (0.0125%), Yucca Schidigera Extract, Mixed Herbs (Thyme, Marjoram, Sage, Basil, Parsley, Oregano), Prebiotic MOS, Prebiotic FOS.",en,,,3.0,,,,,,aadf,2025-09-12T08:53:18.479377,6c16d35bd0745371102dc19e23eec263,6fc37741bcb9d905
Tilly,Tilly,and ted puppy dry,and ted,https://www.allaboutdogfood.co.uk/dog-food-reviews/3922/tilly-and-ted-puppy-dry,,wet,puppy,"55% Chicken and Salmon (Dried Chicken 24%, Freshly Prepared Chicken 18%, Chicken Fat 7%, Dried Salmon 3%, Chicken Gravy 2%, Salmon Oil 1%), Wholegrain Oats (15%), Wholegrain Barley (14%), Peas, Lucerne, Minerals, Linseed (1%), Seaweed (2000 mg/kg), Chicory Extract (1000 mg/kg), Green Tea Extract (300 mg/kg), Yucca Extract (200 mg/kg), Pomegranate (10 mg/kg).",en,,,7.0,,,,,,aadf,2025-09-12T08:53:18.479480,e7e89187be25736ec5bb2f7ea9d1f7df,8417625d62ff69b6
